Monthly_Income,Existing_EMI,Var1,Loan_Amount,Loan_Period,Loan_Info_Missing,Age,Age_Missing,DTI,Log_Income,Loan_to_Income,EMI_Zero_Flag,Gender,City_Category,Employer_Category1,Employer_Category2,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Source,Source_Category,City_Code,Age_Bin,Approved
4000.0,0.0,10,90000.0,5.0,0,38.0,0,0.0,8.294299608857235,22.499999943749998,1,1,0,2,3,11,0,6,1,1,2,0
7000.0,2500.0,10,31000.0,4.0,1,33.0,0,0.35714285663265305,8.853808274977197,4.428571422244898,0,0,0,0,2,4,1,0,1,0,1,0
2800.0,0.0,4,42000.0,5.0,0,31.0,0,0.0,7.937731775260109,14.99999994642857,1,1,2,0,3,2,0,0,5,32,1,0
8000.0,0.0,10,31000.0,4.0,1,31.0,0,0.0,8.987321812850125,3.87499999515625,1,1,0,1,3,51,2,0,3,0,1,0
1420.0,0.0,0,31000.0,4.0,1,25.0,0,0.0,7.259116128097101,21.83098576175362,1,0,0,1,3,19,0,15,1,19,1,0
1500.0,0.0,2,20000.0,3.0,0,35.0,0,0.0,7.313886831633462,13.333333244444445,1,0,0,0,3,0,1,6,1,2,2,0
2000.0,0.0,4,29000.0,5.0,0,31.0,0,0.0,7.601402334583733,14.499999927500001,1,0,1,1,3,9,0,6,2,12,1,0
5000.0,0.0,10,31000.0,4.0,1,31.0,0,0.0,8.517393171418904,6.1999999876,1,0,0,1,3,1,1,6,4,4,1,0
1800.0,0.0,2,40000.0,5.0,0,29.0,0,0.0,7.496097345175956,22.22222209876543,1,0,0,1,3,1,1,6,5,1,1,0
988.0,400.0,0,31000.0,4.0,1,30.0,0,0.40485829549738567,6.8966943316227125,31.37651790104739,0,0,0,2,3,3,1,6,1,5,1,0
15000.0,0.0,10,50000.0,5.0,0,33.0,0,0.0,9.61587214452889,3.333333331111111,1,1,0,1,3,0,1,6,1,1,1,0
3500.0,750.0,7,20000.0,5.0,0,56.0,0,0.21428571367346938,8.160803920954665,5.714285697959183,0,1,1,0,3,2,0,6,1,38,4,0
6900.0,3480.2,0,31000.0,4.0,1,36.0,0,0.5043768108632221,8.839421607620602,4.492753616677168,0,0,0,2,0,1,1,0,1,4,2,0
2000.0,0.0,4,10000.0,5.0,0,41.0,0,0.0,7.601402334583733,4.999999975000001,1,1,2,2,2,15,0,6,4,47,2,0
2600.0,400.0,7,31000.0,4.0,1,35.0,0,0.15384615325443787,7.8636512654486515,11.923076877218934,0,0,2,2,3,2,0,6,1,368,2,0
3500.0,0.0,7,50000.0,5.0,0,29.0,0,0.0,8.160803920954665,14.285714244897958,1,1,0,1,3,4,1,6,1,3,1,0
10600.0,2550.0,10,100000.0,5.0,0,34.0,0,0.24056603750889996,9.268703615273097,9.433962255250979,0,1,0,0,3,25,1,0,1,1,1,0
9000.0,4250.0,0,31000.0,4.0,1,29.0,0,0.47222222169753086,9.105090961257085,3.444444440617284,0,0,0,0,3,0,1,15,1,1,1,0
10250.0,0.0,10,31000.0,4.0,1,30.0,0,0.0,9.235130540783402,3.0243902409518144,1,0,0,1,3,0,1,6,1,1,1,0
750.0,0.0,0,31000.0,4.0,1,22.0,0,0.0,6.621405651764134,41.33333278222223,1,0,0,0,3,51,2,6,1,0,0,0
3000.0,0.0,7,45000.0,5.0,0,30.0,0,0.0,8.006700845440367,14.99999995,1,1,0,0,3,0,1,6,2,5,1,0
11600.0,653.4,10,180000.0,5.0,0,31.0,0,0.056327586158338286,9.358846580275406,15.517241365933414,0,1,0,2,3,0,1,6,1,2,1,0
3500.0,0.0,7,12000.0,5.0,0,25.0,0,0.0,8.160803920954665,3.42857141877551,1,1,0,0,3,7,0,6,1,0,1,0
1450.0,500.0,0,31000.0,4.0,1,32.0,0,0.34482758382877526,7.280008252884188,21.37931019738407,0,0,0,0,3,0,1,6,1,1,1,0
2600.0,1000.0,7,16000.0,2.0,0,32.0,0,0.38461538313609467,7.8636512654486515,6.153846130177515,0,1,2,0,3,8,0,6,1,59,1,0
2038.4,0.0,4,20000.0,5.0,0,25.0,0,0.0,7.620410925930125,9.811616906340184,1,1,1,0,3,6,0,6,4,8,1,0
3500.0,1156.3,7,20000.0,5.0,0,27.0,0,0.33037142762751015,8.160803920954665,5.714285697959183,0,1,0,1,3,0,1,15,1,0,1,0
5300.0,0.0,10,50000.0,4.0,0,35.0,0,0.0,8.575650760987806,9.433962246351015,1,0,0,2,3,14,1,10,1,2,2,0
6500.0,0.0,10,30000.0,3.0,0,28.0,0,0.0,8.77971129020447,4.615384608284024,1,1,0,2,3,1,1,15,1,1,1,0
1600.0,0.0,0,31000.0,4.0,1,26.0,0,0.0,7.3783837129967145,19.37499987890625,1,0,0,0,3,51,2,6,2,4,1,0
2500.0,638.5,7,41000.0,5.0,0,32.0,0,0.2553999989784,7.824445930877619,16.3999999344,0,1,0,2,3,22,0,7,1,2,1,0
1000.0,0.0,0,31000.0,4.0,1,32.0,0,0.0,6.90875477931522,30.999999690000003,1,0,0,0,3,51,2,6,1,2,1,0
2004.0,0.0,4,45000.0,5.0,0,53.0,0,0.0,7.60339933974067,22.455089708307934,1,0,2,0,3,2,0,6,1,27,3,0
7500.0,0.0,7,120000.0,5.0,0,39.0,0,0.0,8.922791623969637,15.999999978666667,1,1,1,2,3,2,0,6,2,13,2,0
2800.0,0.0,4,42000.0,5.0,0,32.0,0,0.0,7.937731775260109,14.99999994642857,1,1,1,0,3,2,0,15,2,18,1,0
5000.0,500.0,10,60000.0,4.0,0,34.0,0,0.0999999998,8.517393171418904,11.999999976,0,1,0,2,3,1,1,6,1,5,1,0
2400.0,0.0,4,20000.0,3.0,0,33.0,0,0.0,7.783640596221253,8.33333329861111,1,1,0,1,3,0,1,6,1,5,1,0
4650.0,0.0,10,50000.0,5.0,0,27.0,0,0.0,8.444837529224097,10.752688148918951,1,1,0,2,3,1,1,0,1,0,1,0
6800.0,0.0,0,120000.0,5.0,0,29.0,0,0.0,8.824824939175638,17.647058797577856,1,1,0,2,3,2,0,6,5,2,1,0
2800.0,0.0,4,42000.0,5.0,0,32.0,0,0.0,7.937731775260109,14.99999994642857,1,1,1,0,3,2,0,15,2,18,1,0
6500.0,0.0,10,150000.0,5.0,0,44.0,0,0.0,8.77971129020447,23.07692304142012,1,1,2,0,0,2,0,6,1,259,2,0
3000.0,0.0,7,10000.0,3.0,0,36.0,0,0.0,8.006700845440367,3.333333322222222,1,1,0,0,3,19,0,6,1,2,2,0
6800.0,3100.0,0,31000.0,4.0,1,43.0,0,0.45588235227076124,8.824824939175638,4.558823522707613,0,0,0,0,3,1,1,6,1,19,2,0
1747.0,65.9,2,10000.0,2.0,0,31.0,0,0.03772180859918828,7.466227556215481,5.724098421728114,0,1,1,0,3,2,0,6,4,42,1,0
1993.0,0.0,2,46000.0,5.0,0,30.0,0,0.0,7.597897950521784,23.080782623779314,1,1,1,1,3,22,0,0,1,15,1,0
2500.0,0.0,10,20000.0,2.0,0,26.0,0,0.0,7.824445930877619,7.999999967999999,1,0,0,1,3,1,1,6,4,2,1,0
1000.0,0.0,0,31000.0,4.0,1,34.0,0,0.0,6.90875477931522,30.999999690000003,1,0,0,0,3,51,2,6,4,2,1,0
1500.0,800.0,0,31000.0,4.0,1,25.0,0,0.5333333297777778,7.313886831633462,20.66666652888889,0,0,0,0,3,11,0,6,1,2,1,0
3100.0,723.0,10,38000.0,3.0,0,32.0,0,0.23322580569927157,8.03947991910045,12.258064476586888,0,1,0,2,3,1,1,6,4,2,1,0
2500.0,1600.0,0,31000.0,4.0,1,34.0,0,0.6399999974399999,7.824445930877619,12.3999999504,0,0,0,0,3,18,0,6,1,0,1,0
6800.0,3100.0,0,31000.0,4.0,1,43.0,0,0.45588235227076124,8.824824939175638,4.558823522707613,0,0,0,2,3,1,1,6,1,19,2,0
1200.0,0.0,0,31000.0,4.0,1,24.0,0,0.0,7.0909098220799835,25.83333311805556,1,0,0,2,3,2,0,6,1,2,0,0
3480.0,0.0,7,30000.0,4.0,0,28.0,0,0.0,8.15507488781144,8.620689630400317,1,1,0,1,3,37,1,6,1,1,1,0
2400.0,600.0,4,30000.0,5.0,0,33.0,0,0.24999999895833333,7.783640596221253,12.499999947916665,0,0,1,0,3,26,0,6,4,8,1,0
5700.0,0.0,10,100000.0,5.0,0,33.0,0,0.0,8.648396877031582,17.543859618344108,1,0,0,0,3,14,1,10,1,1,1,0
2500.0,500.0,0,31000.0,4.0,1,20.0,0,0.1999999992,7.824445930877619,12.3999999504,0,0,2,0,3,2,0,25,1,151,0,0
100.0,0.0,0,31000.0,4.0,1,28.0,0,0.0,4.61512051684126,100.0,1,0,2,3,4,2,0,6,2,32,1,0
2410.2,871.4,2,22000.0,5.0,0,29.0,0,0.36154675810494247,7.7878798278722305,9.12787316767126,0,1,0,1,3,3,1,6,4,1,1,0
850.0,0.0,0,31000.0,4.0,1,25.0,0,0.0,6.7464121285733745,36.47058780622838,1,0,0,0,3,1,1,15,1,5,1,0
3000.0,0.0,7,10000.0,2.0,0,29.0,0,0.0,8.006700845440367,3.333333322222222,1,1,0,1,3,5,1,7,1,1,1,0
4500.0,0.0,10,20000.0,3.0,0,39.0,0,0.0,8.412054873292933,4.4444444345679015,1,1,0,0,3,51,2,6,1,2,2,0
2100.0,0.0,4,31000.0,4.0,1,22.0,0,0.0,7.650168700845001,14.761904691609976,1,0,0,1,2,2,0,0,1,0,0,0
13200.0,4250.0,0,31000.0,4.0,1,39.0,0,0.3219696967257805,9.488047863280759,2.348484846705693,0,0,0,1,3,1,1,0,4,1,2,0
6000.0,3000.0,0,31000.0,4.0,1,35.0,0,0.4999999991666667,8.699681400989514,5.166666658055556,0,0,0,0,3,0,1,0,1,0,2,0
1600.0,0.0,0,31000.0,4.0,1,33.0,0,0.0,7.3783837129967145,19.37499987890625,1,0,0,2,3,5,1,18,2,2,1,0
6000.0,1400.0,10,20000.0,5.0,0,33.0,0,0.23333333294444444,8.699681400989514,3.333333327777778,0,1,0,1,3,0,1,6,1,1,1,0
2700.0,600.0,7,10000.0,2.0,0,34.0,0,0.22222222139917694,7.901377353792616,3.7037036899862823,0,1,0,0,3,3,1,6,1,3,1,0
10000.0,350.0,10,20000.0,3.0,0,50.0,0,0.034999999965,9.210440366976517,1.999999998,0,1,2,0,3,51,2,6,4,104,3,0
1850.0,212.3,0,31000.0,4.0,1,33.0,0,0.11475675613644998,7.523481312573497,16.756756666179694,0,0,1,0,3,0,1,6,4,8,1,0
13200.0,4250.0,0,31000.0,4.0,1,39.0,0,0.3219696967257805,9.488047863280759,2.348484846705693,0,0,0,1,3,1,1,0,4,1,2,0
850.0,0.0,0,31000.0,4.0,1,35.0,0,0.0,6.7464121285733745,36.47058780622838,1,0,2,2,3,0,1,6,1,160,2,0
7900.0,0.0,10,50000.0,5.0,0,47.0,0,0.0,8.974744612722734,6.329113916039097,1,1,0,0,3,0,1,6,4,0,3,0
2000.0,0.0,4,10000.0,1.0,0,33.0,0,0.0,7.601402334583733,4.999999975000001,1,1,0,0,3,2,0,6,1,4,1,0
1950.0,0.0,2,45000.0,5.0,0,29.0,0,0.0,7.576097340623111,23.076922958579882,1,1,0,0,3,3,1,6,2,9,1,0
3250.0,737.5,7,30000.0,5.0,0,32.0,0,0.22692307622485205,8.086717920303906,9.230769202366863,0,1,0,0,3,2,0,15,1,6,1,0
3000.0,0.0,7,50000.0,5.0,0,49.0,0,0.0,8.006700845440367,16.66666661111111,1,1,2,2,3,0,1,6,1,137,3,0
3800.0,0.0,7,61000.0,5.0,0,45.0,0,0.0,8.24301946898925,16.0526315367036,1,1,1,0,3,2,0,6,5,12,3,0
1700.0,400.0,0,31000.0,4.0,1,29.0,0,0.23529411626297578,7.438971592395862,18.235294010380624,0,0,0,0,3,1,1,6,1,4,1,0
3460.0,0.0,7,41000.0,3.0,0,27.0,0,0.0,8.149312843635345,11.84971094841124,1,1,0,1,3,0,1,6,1,0,1,0
1600.0,0.0,2,37000.0,5.0,0,22.0,0,0.0,7.3783837129967145,23.12499985546875,1,1,0,0,3,1,1,6,2,7,0,0
4500.0,0.0,10,20000.0,1.0,0,24.0,0,0.0,8.412054873292933,4.4444444345679015,1,1,0,1,3,5,1,15,1,2,0,0
4800.0,0.0,10,40000.0,4.0,0,25.0,0,0.0,8.476579508530941,8.333333315972222,1,1,0,1,3,0,1,6,1,4,1,0
3500.0,300.0,7,20000.0,3.0,0,39.0,0,0.08571428546938775,8.160803920954665,5.714285697959183,0,1,0,0,3,2,0,6,4,4,2,0
5200.0,800.0,0,31000.0,4.0,1,43.0,0,0.15384615355029588,8.556606193773073,5.961538450073965,0,0,0,0,3,7,0,6,1,0,2,0
3100.0,372.8,10,30000.0,5.0,0,28.0,0,0.1202580641281998,8.03947991910045,9.677419323621228,0,1,0,2,3,4,1,6,4,1,1,0
1538.5,0.0,0,31000.0,4.0,1,24.0,0,0.0,7.339212967364555,20.149496131624986,1,0,0,1,3,29,1,6,1,23,0,0
900.0,350.0,0,31000.0,4.0,1,29.0,0,0.38888888456790127,6.803505257608338,34.4444440617284,0,0,1,0,3,51,2,6,1,16,1,0
2500.0,0.0,0,31000.0,4.0,1,63.0,0,0.0,7.824445930877619,12.3999999504,1,0,2,0,3,1,1,6,1,43,4,0
2300.0,0.0,4,31000.0,4.0,1,24.0,0,0.0,7.741099090035366,13.478260810964082,1,0,0,1,3,1,1,0,4,3,0,0
2350.0,0.0,4,31000.0,4.0,1,27.0,0,0.0,7.762596048540069,13.19148930556813,1,0,0,0,3,0,1,6,1,2,1,0
1050.0,250.0,0,31000.0,4.0,1,29.0,0,0.23809523582766443,6.957497370876951,29.52380924263039,0,0,0,0,3,0,1,6,1,0,1,0
8000.0,350.0,10,10000.0,3.0,0,28.0,0,0.0437499999453125,8.987321812850125,1.2499999984375,0,1,0,2,0,0,1,15,1,6,1,0
4500.0,1500.0,10,31000.0,4.0,1,30.0,0,0.3333333325925926,8.412054873292933,6.888888873580247,0,0,0,0,3,0,1,6,1,1,1,0
5600.0,0.0,10,50000.0,3.0,0,35.0,0,0.0,8.630700432209832,8.928571412627551,1,1,0,1,3,18,0,10,1,1,2,0
4500.0,300.0,10,10000.0,1.0,0,28.0,0,0.06666666651851852,8.412054873292933,2.2222222172839508,0,0,0,0,3,18,0,6,1,1,1,0
3000.0,255.0,10,10000.0,5.0,0,37.0,0,0.08499999971666666,8.006700845440367,3.333333322222222,0,1,0,1,3,0,1,25,1,4,2,0
1500.0,201.0,2,26000.0,5.0,0,45.0,0,0.13399999910666668,7.313886831633462,17.333333217777778,0,0,2,0,3,51,2,0,1,30,3,0
920.0,700.0,0,31000.0,4.0,1,25.0,0,0.76086955694707,6.825460036255307,33.695651807655956,0,0,1,1,3,0,1,6,1,70,1,0
1536.8,309.9,2,10000.0,5.0,0,26.0,0,0.2016527836956482,7.33810810259808,6.507027547455573,0,1,2,0,3,3,1,6,1,43,1,0
8000.0,3000.0,10,31000.0,4.0,1,39.0,0,0.37499999953125,8.987321812850125,3.87499999515625,0,0,0,2,3,3,1,15,1,3,2,0
6000.0,0.0,10,35000.0,4.0,0,27.0,0,0.0,8.699681400989514,5.833333323611112,1,1,0,2,3,4,1,0,1,1,1,0
1500.0,0.0,0,31000.0,4.0,1,24.0,0,0.0,7.313886831633462,20.66666652888889,1,0,0,0,3,51,2,6,1,2,0,0
1700.0,360.0,2,10000.0,3.0,0,22.0,0,0.2117647046366782,7.438971592395862,5.882352906574395,0,1,2,2,0,2,0,6,1,398,0,0
2800.0,650.0,10,49000.0,5.0,0,28.0,0,0.2321428563137755,7.937731775260109,17.4999999375,0,1,0,2,3,10,1,6,1,4,1,0
2155.5,0.0,4,31000.0,4.0,1,38.0,0,0.0,7.676241816087898,14.381813897555954,1,0,0,1,3,3,1,15,1,3,2,0
3000.0,0.0,7,45000.0,5.0,0,34.0,0,0.0,8.006700845440367,14.99999995,1,1,1,1,3,8,0,6,5,10,1,0
1000.0,0.0,0,31000.0,4.0,1,24.0,0,0.0,6.90875477931522,30.999999690000003,1,0,0,0,3,34,1,6,2,1,0,0
1300.0,0.0,0,31000.0,4.0,1,24.0,0,0.0,7.170888478512505,23.846153662721896,1,0,0,0,3,1,1,6,1,2,0,0
1000.0,0.0,0,20000.0,5.0,0,28.0,0,0.0,6.90875477931522,19.9999998,1,0,0,0,3,1,1,6,1,2,1,0
2020.0,0.0,4,30000.0,5.0,0,26.0,0,0.0,7.611347717403621,14.851485074992649,1,0,0,0,3,14,1,0,1,4,1,0
1500.0,0.0,0,31000.0,4.0,1,18.0,0,0.0,7.313886831633462,20.66666652888889,1,0,0,2,3,2,0,6,1,3,0,0
4400.0,0.0,7,72000.0,5.0,0,35.0,0,0.0,8.38958706681109,16.363636326446283,1,1,2,0,3,2,0,15,2,32,2,0
2900.0,0.0,7,50000.0,3.0,0,29.0,0,0.0,7.972810784121404,17.241379250891793,1,1,2,2,3,1,1,6,1,67,1,0
1200.0,0.0,2,28000.0,5.0,0,28.0,0,0.0,7.0909098220799835,23.33333313888889,1,1,0,0,0,0,1,6,2,6,1,0
3500.0,100.0,10,10000.0,5.0,0,39.0,0,0.02857142848979592,8.160803920954665,2.8571428489795916,0,1,0,0,3,35,0,6,1,6,2,0
3100.0,0.0,7,5000.0,2.0,0,29.0,0,0.0,8.03947991910045,1.6129032206035379,1,1,0,0,3,5,1,7,1,0,1,0
3000.0,0.0,4,45000.0,5.0,0,25.0,0,0.0,8.006700845440367,14.99999995,1,1,0,0,3,24,0,6,2,5,1,0
2250.0,0.0,0,31000.0,4.0,1,34.0,0,0.0,7.719129840906732,13.77777771654321,1,0,0,1,3,0,1,0,1,0,1,0
1594.5,0.0,0,31000.0,4.0,1,28.0,0,0.0,7.374942445718299,19.441831173146245,1,0,0,1,3,3,1,6,2,2,1,0
3650.0,0.0,10,31000.0,4.0,1,30.0,0,0.0,8.202756381655638,8.4931506616626,1,0,0,1,3,1,1,6,1,6,1,0
2200.0,1100.0,0,31000.0,4.0,1,25.0,0,0.4999999977272727,7.696667081526462,14.090909026859503,0,0,0,0,3,0,1,6,4,0,1,0
1450.0,420.0,0,31000.0,4.0,1,34.0,0,0.2896551704161712,7.280008252884188,21.37931019738407,0,0,2,0,3,28,0,6,1,41,1,0
4000.0,0.0,10,30000.0,2.0,0,27.0,0,0.0,8.294299608857235,7.499999981249999,1,1,1,0,3,1,1,6,1,16,1,0
3000.0,0.0,7,45000.0,5.0,0,34.0,0,0.0,8.006700845440367,14.99999995,1,1,1,1,3,8,0,6,5,10,1,0
2100.0,0.0,4,10000.0,3.0,0,27.0,0,0.0,7.650168700845001,4.761904739229025,1,1,2,0,3,1,1,6,1,73,1,0
4666.0,752.5,10,30000.0,3.0,0,32.0,0,0.16127303865993778,8.448271745949816,6.429489913353001,0,1,0,2,3,3,1,15,1,6,1,0
3000.0,0.0,7,20000.0,5.0,0,30.0,0,0.0,8.006700845440367,6.666666644444444,1,1,0,0,3,2,0,6,4,2,1,0
2700.0,500.0,7,10000.0,1.0,0,28.0,0,0.18518518449931412,7.901377353792616,3.7037036899862823,0,1,0,0,3,1,1,6,1,0,1,0
20000.0,0.0,10,20000.0,3.0,0,32.0,0,0.0,9.90353755128617,0.9999999995,1,1,0,0,3,2,0,6,1,2,1,0
3000.0,0.0,7,45000.0,5.0,0,34.0,0,0.0,8.006700845440367,14.99999995,1,1,1,1,3,8,0,6,5,10,1,0
1950.0,600.0,2,21000.0,5.0,0,30.0,0,0.30769230611439846,7.576097340623111,10.769230714003946,0,0,2,0,3,23,0,6,1,41,1,0
10300.0,2400.0,10,150000.0,5.0,0,34.0,0,0.23300970851164107,9.239996256883693,14.563106781977567,0,1,0,0,3,3,1,6,1,4,1,0
4000.0,1092.7,10,10000.0,5.0,0,40.0,0,0.2731749993170625,8.294299608857235,2.49999999375,0,1,0,2,3,1,1,6,4,9,2,0
4000.0,0.0,10,10000.0,2.0,0,33.0,0,0.0,8.294299608857235,2.49999999375,1,1,0,0,3,11,0,15,1,1,1,0
1200.0,0.0,0,31000.0,4.0,1,23.0,0,0.0,7.0909098220799835,25.83333311805556,1,0,0,2,3,2,0,6,2,5,0,0
1417.0,0.0,0,31000.0,4.0,1,26.0,0,0.0,7.257002707092073,21.877205209052892,1,0,0,0,3,1,1,6,1,5,1,0
3120.0,1298.0,0,31000.0,4.0,1,28.0,0,0.4160256396922255,8.045908742270779,9.93589740405161,0,0,0,1,3,0,1,6,1,1,1,0
3100.0,372.8,10,50000.0,4.0,0,28.0,0,0.1202580641281998,8.03947991910045,16.12903220603538,0,1,0,2,3,4,1,0,4,1,1,0
1500.0,203.5,0,31000.0,4.0,1,26.0,0,0.13566666576222222,7.313886831633462,20.66666652888889,0,0,0,1,3,51,2,6,1,4,1,0
2600.0,0.0,10,30000.0,3.0,0,29.0,0,0.0,7.8636512654486515,11.53846149408284,1,1,0,1,3,13,1,6,4,0,1,0
3000.0,0.0,7,30000.0,5.0,0,39.0,0,0.0,8.006700845440367,9.999999966666666,1,0,0,1,3,1,1,6,4,2,2,0
2200.0,0.0,4,49000.0,5.0,0,34.0,0,0.0,7.696667081526462,22.272727171487603,1,1,0,2,3,2,0,6,4,1,1,0
2200.0,0.0,4,32000.0,5.0,0,28.0,0,0.0,7.696667081526462,14.545454479338842,1,1,0,0,3,1,1,6,5,1,1,0
2200.0,100.0,0,31000.0,4.0,1,39.0,0,0.04545454524793388,7.696667081526462,14.090909026859503,0,0,1,0,3,7,0,6,4,159,2,0
2250.0,0.0,4,33000.0,5.0,0,28.0,0,0.0,7.719129840906732,14.66666660148148,1,1,0,2,3,1,1,7,2,2,1,0
1750.0,0.0,2,27000.0,5.0,0,33.0,0,0.0,7.467942332285852,15.428571340408164,1,1,0,0,3,1,1,0,1,6,1,0
1870.0,0.0,2,30000.0,3.0,0,26.0,0,0.0,7.534228326274089,16.042780662872833,1,1,0,1,3,1,1,6,4,2,1,0
1500.0,300.0,0,31000.0,4.0,1,26.0,0,0.19999999866666668,7.313886831633462,20.66666652888889,0,0,0,1,3,16,0,6,1,3,1,0
4600.0,2000.0,0,31000.0,4.0,1,28.0,0,0.4347826077504726,8.434028950155469,6.739130420132326,0,0,2,2,3,0,1,6,1,387,1,0
2000.0,0.0,4,45000.0,5.0,0,31.0,0,0.0,7.601402334583733,22.4999998875,1,1,0,0,3,3,1,7,1,11,1,0
2400.0,150.0,0,31000.0,4.0,1,39.0,0,0.06249999973958333,7.783640596221253,12.916666612847221,0,0,1,0,3,7,0,6,4,159,2,0
3000.0,0.0,4,45000.0,5.0,0,35.0,0,0.0,8.006700845440367,14.99999995,1,1,2,0,3,2,0,6,2,25,2,0
2604.0,978.7,10,31000.0,4.0,1,24.0,0,0.3758448526273239,7.865187954187467,11.904761859044692,0,0,0,2,3,0,1,15,1,2,0,0
5450.0,0.0,10,60000.0,5.0,0,29.0,0,0.0,8.603554357064281,11.009174291726286,1,1,0,1,3,0,1,0,1,2,1,1
6800.0,0.0,7,120000.0,5.0,0,27.0,0,0.0,8.824824939175638,17.647058797577856,1,1,0,0,0,1,1,0,5,6,1,0
1400.0,0.0,0,31000.0,4.0,1,28.0,0,0.0,7.244941546337007,22.14285698469388,1,0,0,1,3,8,0,6,2,2,1,0
3040.7,0.0,4,47000.0,5.0,0,26.0,0,0.0,8.020171848626644,15.456967094889443,1,1,1,0,3,2,0,6,5,22,1,0
5000.0,0.0,10,10000.0,1.0,0,27.0,0,0.0,8.517393171418904,1.9999999960000001,1,1,0,0,3,0,1,15,1,5,1,0
2500.0,0.0,7,18000.0,1.0,0,26.0,0,0.0,7.824445930877619,7.1999999712,1,0,0,1,3,51,2,6,1,4,1,0
1000.0,0.0,0,31000.0,4.0,1,25.0,0,0.0,6.90875477931522,30.999999690000003,1,0,0,1,3,0,1,6,2,4,1,0
1600.0,0.0,2,36000.0,5.0,0,36.0,0,0.0,7.3783837129967145,22.499999859375002,1,1,0,0,3,0,1,6,2,2,2,0
8950.0,3800.0,0,31000.0,4.0,1,29.0,0,0.4245810051122,9.099520536870939,3.4636871469679473,0,0,0,1,3,2,0,6,4,1,1,0
3200.0,400.0,7,10000.0,2.0,0,27.0,0,0.124999999609375,8.071218539969863,3.124999990234375,0,1,0,0,3,34,1,15,1,9,1,0
1300.0,0.0,0,31000.0,4.0,1,24.0,0,0.0,7.170888478512505,23.846153662721896,1,0,0,2,3,1,1,6,2,1,0,0
3200.0,400.0,7,10000.0,2.0,0,27.0,0,0.124999999609375,8.071218539969863,3.124999990234375,0,1,0,0,3,34,1,15,1,9,1,0
2910.0,0.0,10,10000.0,3.0,0,26.0,0,0.0,7.976251943745623,3.4364261050294633,1,1,0,2,2,4,1,6,1,5,1,0
6000.0,0.0,10,10000.0,2.0,0,28.0,0,0.0,8.699681400989514,1.666666663888889,1,1,0,2,3,3,1,0,1,3,1,0
15000.0,2500.0,10,100000.0,5.0,0,27.0,0,0.16666666655555556,9.61587214452889,6.666666662222222,0,1,0,1,1,0,1,0,1,1,1,0
26000.0,0.0,10,31000.0,4.0,1,25.0,0,0.0,10.165890277802454,1.1923076918491124,1,0,0,1,3,51,2,0,3,9,1,0
1600.0,0.0,0,31000.0,4.0,1,25.0,0,0.0,7.3783837129967145,19.37499987890625,1,0,0,0,3,14,1,6,1,3,1,0
800.0,0.0,0,31000.0,4.0,1,32.0,0,0.0,6.68586094706836,38.74999951562501,1,0,0,0,3,34,1,6,5,1,1,0
1300.0,0.0,2,29000.0,5.0,0,23.0,0,0.0,7.170888478512505,22.307692136094676,1,1,1,1,3,0,1,6,1,15,0,0
4209.0,0.0,7,69000.0,5.0,0,32.0,0,0.0,8.345217926676428,16.393442584002276,1,1,0,1,3,3,1,0,2,24,1,0
3500.0,0.0,10,50000.0,5.0,0,36.0,0,0.0,8.160803920954665,14.285714244897958,1,1,0,2,3,14,1,6,1,0,2,0
4600.0,1994.5,0,31000.0,4.0,1,42.0,0,0.43358695557915883,8.434028950155469,6.739130420132326,0,0,0,0,3,1,1,6,1,4,2,0
4500.0,2078.4,0,31000.0,4.0,1,29.0,0,0.4618666656402963,8.412054873292933,6.888888873580247,0,0,0,0,3,13,1,6,1,1,1,0
1449.9,0.0,0,31000.0,4.0,1,41.0,0,0.0,7.279939332521639,21.38078473425212,1,0,2,0,3,2,0,6,1,48,2,0
3000.0,500.0,7,30000.0,4.0,0,35.0,0,0.1666666661111111,8.006700845440367,9.999999966666666,0,1,2,2,3,2,0,6,1,148,2,0
1300.0,100.0,0,31000.0,4.0,1,45.0,0,0.07692307633136096,7.170888478512505,23.846153662721896,0,0,2,0,3,2,0,6,1,368,3,0
800.0,0.0,0,31000.0,4.0,1,33.0,0,0.0,6.68586094706836,38.74999951562501,1,0,0,0,3,1,1,6,1,2,1,0
792.5,0.0,0,31000.0,4.0,1,32.0,0,0.0,6.676453539966464,39.11671874931585,1,0,2,0,3,51,2,6,1,65,1,0
2000.0,500.0,4,13000.0,2.0,0,23.0,0,0.24999999875,7.601402334583733,6.4999999675,0,1,2,0,3,0,1,6,4,28,0,0
1600.0,0.0,0,31000.0,4.0,1,25.0,0,0.0,7.3783837129967145,19.37499987890625,1,0,0,1,3,6,0,6,4,1,1,0
3000.0,0.0,7,30000.0,5.0,0,23.0,0,0.0,8.006700845440367,9.999999966666666,1,0,1,2,3,2,0,6,4,36,0,0
5600.0,0.0,10,31000.0,4.0,1,29.0,0,0.0,8.630700432209832,5.535714275829082,1,0,0,0,2,0,1,6,4,1,1,0
1580.0,500.0,0,31000.0,4.0,1,23.0,0,0.31645569419964753,7.365812837209472,19.620253040378145,0,0,0,1,3,3,1,6,4,4,0,0
2200.0,0.0,4,32000.0,5.0,0,41.0,0,0.0,7.696667081526462,14.545454479338842,1,0,0,2,3,29,1,0,2,4,2,0
